TITLE,CATEGORY
trevor reed  a student aged 29  has been in jail since last year when he was arrested for the alleged attack he and his family say the accusations are politically motivated and have urged the us government to intervene in june russia sentenced another us citizen paul whelan to 16 years in a highsecurity prison on spying charges they are among a number of us citizens russia has charged since relations between the countries began to deteriorate correspondents say there has been speculation that they could become part of a possible prisoner swap reportedly being negotiated by moscow and washington whelans lawyer has previously said he believes moscow wants to exchange whelan for highprofile russians held in us prisons,world
there is no dearth of talent in india according to men’s basketball captain vishesh bhriguvanshi who feels the advent of a professional league will give the national players an opportunity to prosper in the sportwith the unprecedented success of the indian premier league ipl in cricket professional leagues have mushroomed in different sports including badminton wrestling and kabaddimany of these domestic leagues have made the game popular and arguably improved the quality of sport in india offering national players a chance to go shoulder to shoulder with international recruits,sports
uget ipu cet  b tech  mu oet b tech  viteee amueee  b tech  upsc nda with pcm  mpc  law common law ,india
alia bhatt is quite passionate about fitness and we once again got a glimpse of it celebrity fitness trainer yasmin karachiwala recently shared a throwback video on instagram of alia sweating it out in the gym“workout with alia bhatt is so fun she is always up for new challenges and i’m looking forward to see her soon in the gym” the celebrity trainer captioned the instagram videoin the video the raazi actor is seen doing a range of exercises — lateral band walk regular squats lateral squat walks with weight and a pullup variation with leg splitslateral band walks or lateral squat walks as shown in the video help improve hip knee and ankle stability and strengthen hip abductors mentions verywellfitcompullups on the other hand strengthen back arm and shoulder muscles it improves grip strength and overall fitness level according to healthline studies have shown that it can also help reduce anxiety symptoms and improve cognitive function,Lifestyle
hubballi mangalore mysore ,cities
jharkhand congress mlas demand one leader one post in party ,cities
biel chess festival harikrishna finishes second despite posting win in final round indian grandmaster p harikrishna on wednesday defeated david anton guijarro of spain in the seventh and final round of the classical event of the 53rd biel international chess festival in switzerland but still had to settle for second spotpolands radoslaw wojtaszek claimed the title after winning his game against noel studer of switzerlandplaying with black pieces the indian no3 outclassed guijarro in just 31 moves with some fine playhowever wojtaszeks victory over studer meant harikrishnas strong run during which he won four straight games in the classical event wasnt enough to land him the top prizewojtaszek finished with 37 points edging out the indian 365 points by a mere halfapointharikrishna elo 2719 had defeated german vincent keymer wojtaszek and romain edouard before putting it across guijarro on wednesdaywojtaszek needing a win to annex the title overcame the challenge of studer in a 59move encountera below par performance in the blitz section during which he scored only six points from 14 games cost harikrishna dear in the final analysisthe 34year old indian had won the chess960 event and finished second in the rapid sectioni had a pretty good event except the blitz i am happy with my performance here except in blitz my performance was quite good harikrishna the gunturborn player said he was happy to play an overtheboard event after the breaki am quite happy to get a chance to play an overtheboard after a long time we had plexiglass for all the events and wore masks for the blitz so probably plexiglass could be used to restart strong events of course there were other regulations during the event he addedapart from measures including social distancing regular hand washing and the disinfection of clocks boards and pieces after each round the matches were conducted with a plexiglass partition between the playersharikrishna rated his win over the champion wojtaszek in the fifth round of the classical event as the best in the biel festivalhe will next take part in the online olympiad in which indias campaign will begin from august 19we have a strong team of course while playing online there can be some unfortunate incidents like internet connection issues or mouse slip but if no such things occur the indian team is one of the favourites he saidresults classical 7th and final round p harikrishna beat david anton guijjaro michael adams england beat arkadij naiditsch azerbaijan radoslaw wojtaszek beat noel studer switzerland romain edouard france beat vincent keymer germanyfinal standings 1 radoslaw wojtaszek 37 points 2 p harikrishna 365 3 michael adams 355 4 vincent keymer 28 5 arkadij naiditsch 225 6 david anton guijjaro 22 7 romain edouard 175 8 noel studer 15,sports
nifty it index extends losses slips over 1 after trumps order on h1b visa the nifty it index extended losses on tuesday after us president donald trump signed an executive order preventing federal agencies from contracting or subcontracting foreign workers  mainly those on h1b visa  from hiring this is a huge blow to the it professionals in the us job market the it index fell as much as 158 percent to 1774365 on the nse all it stocks traded in the red with tech mahindra 245 percent registering the most losses followed by hcl technologies lt infotech mindtree and infosys all these stocks were down over 1 percent the move came over a month after the trump administration on june 23 suspended the h1b visas along with other types of foreign work visas until the end of 2020 to protect american workers in a crucial election year the new restrictions took effect from june 24,business
arunachal pradesh two patients give birth to healthy babies ,cities
wwe raw results bobby lashley returns aop ember moon debutraw after wrestlemania 34 was full surprises and as expected there were a few nxt callups and big returns,sports
eat grass salinization genetic diversity managed intensive rotational grazing organisation for economic co ,india
tn people most keen to skip hosp meet docs online ,cities
rajasthan cabinet sticks to its demand for holding state assembly sessiontransport minister pratap singh said that a discussion was held for the reply to be sent regarding the three points raised by the governorthe rajasthan cabinet on tuesday discussed the points raised by governor kalraj mishra for calling a state assembly session and said it is sticking to its demand for holding the session from july 31transport minister pratap singh said that a discussion was held for the reply to be sent regarding the three points raised by the governorthe cabinet wants the assembly session from july 31 the proposal is being sent to the governor he told reporters,politics
three persons including a tantrik were arrested for allegedly beating to death an elderly woman and her son under the pretext of driving away evil spirits in maharashtras thane district police said on sunday the incident took place at atade village in kalyan township here on saturday when the victims a 76yearold woman and her son aged 50 were allegedly beaten up severely by the tantrik occult practitioner following which the duo collapsed and died a police official said the tantrik and two relatives of the victims were later arrested a case was registered against them under ipc sections 302 murder and 34 common intention and the maharashtra prevention and eradication of human sacrifice and other inhuman evil and aghori practices and black magic act he said the police have also detained the deceased mans 17yearold son in connection with the incident he added,Legal
rbi board to meet on aug 14 on dividend the government has budgeted rs60000 crore as dividends from reserve bank of india and staterun banks and financial institutions according to the union budget 202021 the central board of reserve bank of india rbi will meet on august 14 to discuss the dividend transfer to the government according to a person aware of the matterthe government has budgeted rs60000 crore as dividends from reserve bank of india and staterun banks and financial institutions according to the union budget 202021the central bank had transferred a sum of rs176 lakh crore to the central exchequer for the year to june 2019 including rs52637 crore of excess contingent reserves the panel headed by former rbi governor bimal jalan set up in 2018 had recommended a formula for the sharing of its profits with the government the panel had approved a record dividend and has said an interim dividend could be paid only “under exceptional circumstances”an email sent to rbi didn’t elicit any responsethe reserve bank of india and the government follow different fiscal years rbi is in the process of changing its fiscal to the same as that of the government from april 1 2021rbi did not pay any interim dividend to the government for the year to june 2020 as the jalan panel had recommended that interim dividend should be paid to the government only in “exceptional circumstances”,business
delhi police has nabbed a couple from kurukshetra haryana for duping a delhi man of rs 283 crores the complainant banke bihari sothalia alleged that a person identified as atul kak posed as anil jain and claimed that his daughter purnima jain is an employee of realty firm emaar mgf and is entitled to a flat in the commonwealth village in delhi for concessional rates the accused offered to sell the flat to the complainant and consequently an agreement was signed between them after the complainant deposited rs 236 crore in purnima jains account the accused atul kak and purnima kept on delaying the matter and did not give possession of the flat sothalia then approached the realty firm for clarification after which he found out that there was no such flat allotted to an employee at concessional rates and that he has been cheated sothalia then registered a complaint with the delhi police and found that the man and woman were actually husband and wife and had cheated numerous others after investigation delhi police found that the couple was staying in kurukshetra haryana after which a trap was laid and the man atul kak was arrested his wife purnima jain remains absconding,Legal
punjab hooch tragedy griefstricken villagers apprehensive of more deaths ,cities
defence minister rajnath singh spoke to his israeli counterpart on friday about enhancing defence engagement between both countriesthe government said in a statement that during singhõs telephonic conversation with israelõs defence minister benjamin gantz both òexpressed satisfaction at the progress of strategic cooperation between the two countries and discussed possibilities of further strengthening the defence engagementsóthe two ministers also expressed òsatisfaction at the ongoing collaboration in research and development in fighting pandemic covid19 which will not only benefit the two countries but also aid the larger humanitarian causeó the statement read,defence
corporation  esic  fci recruitment staff selection commission  ssc  lic aao life insurance corporation of india ,india
badrinath temples prasad can now be bought online ,cities
haryana govt appoints wrestler babita phogat kabaddi player kavita as sports deputy directors the haryana government has appointed international wrestler babita phogat and kabaddi player kavita devi as deputy directors in its sports and youth affairs departmentin two separate orders issued on july 29 by the principal secretary of the haryana governments sports and youth affairs department babita and kavita who had applied to the state government for these posts were appointed as deputy director sports under the haryana outstanding sportspersons recruitment and conditions of service rules 2018as per the orders both have to join the department within a monthinternational wrestler babita phogat is the daughter of mahavir phogat a noted wrestling coachthe phogats became a household name in the country after the success of hindi film dangal which is based on the lives of phogat sisters all of them wrestlers and their father who coached them against all oddsasked to comment on taking up the new role now commonwealth games medallist phogat said i take it as a responsibility which has been entrusted to me by the governmentbeing a player i will work to ensure that players get all the facilities they need whether it is related to their practice or diet so that they can focus on their game and work phogat told asked in what areas she feels there is scope for further improvement phogat said no matter how much we do there is always a scope for improving things as a sports person i do not want our players to face the problems that we had to face be it related to diet coaches or players practicereplying to a question she said she was looking forward to working with sports minister sandeep singh a former indian hockey team captainit is an advantage when you have a sportsperson heading the sports department in the state he is more connected to things and knows things at ground level and how these can be improved we will work together and take haryanas sports to new heights she addedphogat earlier worked as a subinspector in haryana police before resigning after she decided to join the bjp and later went on to unsuccessfully contest the 2019 assembly polls from dadri assembly constituency in the statekavita is a kabaddi player a senior state government official said she was a member of the india national kabaddi team that won gold medal in 2014 in the incheon asian gamesthe terms and conditions of their appointments include a bar on making commercial endorsements,sports
hachalu hundessa was gunned down on 29 june sparking a week of violent protests in the oromia region and the capital addis ababa the government also then shut down internet access amid the unrest although officials said 166 people were killed in the protests unofficial reports put the number much higher the four experts said on tuesday meanwhile some 2000 people including opposition leaders were arrested according to the police “even the basic facts are not clear but the scale of arrests is deeply disturbing” they stated “it is essential that the authorities hold a thorough and transparent investigation to determine exactly what happened” said the un experts “those responsible for deaths of civilians must be held to account”,world
a30yearold woman who used to be a bar dancer was caught for drug peddling in mumbai mephedrone drug worth rs 33 lakh was seized from her during the primary investigation the arrested woman said she once was a bar dancer and did not have a job in the last three months and was compelled to accept the job of delivering such consignments she was told to accompany the person and pretend to be with him she said she did not have work during the lockdown and took up the work she has been nabbed by anti narcotics squad in pune she and her accomplice were caught carrying banned mephedrone drugs it was during police patrolling round near national insurance academy on saturday evening when the duo was spotted walking towards sadanand hotel when inquired about the reason for walking the duo could not give satisfactory answers so the patrolling team asked for their identification fortythreeyearold vivek tulsiram lulla and 30yearold hema kisanlal singh said they travelled from navi mumbai to pune in an ola cab and had left the cab just before the nia academy further grilling and woman divulged that they had come to the city to deliver an illegal consignment of mephedrone drug,Legal
glaucoma regular eye checks help detect damage before too latepeople with earlystage glaucoma see the contrast of visible objects in a very similar way to people without the condition the brain compensates for the changes in the eye caused by glaucoma when looking at objects with everyday levels of contrastpeople with earlystage glaucoma see the contrast of visible objects in a very similar way to people without the condition a new study has shownresearch by the university of bradford uk demonstrated that the brain compensates for the changes in the eye caused by glaucoma when looking at objects with everyday levels of contrast the findings add to the understanding of why glaucoma patients report few early symptoms of the disease and may not seek testing until their disease is more advancedglaucoma is a common eye condition affecting half a million people in britain where the optic nerve which connects the eye to the brain becomes damaged it develops slowly over many years and affects peripheral vision first if untreated glaucoma results in permanent vision lossglaucoma makes it harder to see the contrast  the differences between shades of light and dark  so the eyes are less able to detect low contrast objects but until now it’s not been clear if this contrast sensitivity loss means that patients with glaucoma see visible objects in a different way from healthy peoplethe university of bradford team has shown that people with glaucoma see detectable contrast in the same way as healthy patients despite their measurable vision lossin the study 20 participants with early to moderate stage glaucoma had their disease confirmed and their areas of peripheral vision loss mapped they were then asked to respond to a screen display of patterned patchesthey adjusted the controls until an image in their poor areas of vision looked equally as bright or dim as a central patterned patch an eye tracker was used to ensure each patient was looking in the correct place before the central patch could be seen a control group of healthy participants was tested in the same way,health and medicine
a new earthbound asteroid has been discovered by two school girls from surat gujarat according to space india the girls discovered the asteroid by poring through images from a university of hawaii telescope both the girls — vaidehi vekariya and radhika lakhani — aged 14 have received training from space india a private space instituteboth the girls used specialised software for analysing the images taken by the panstarrs telescope the discovery was made back in junethe asteroid called hlv2514 is near mars it will officially be christened after nasa confirms its orbit a space india spokeswoman told reuters vaidehi vekariya says that she is looking forward to getting a chance to name the asteroid she also adds that she wants to become an astronaut as a professionaliasc director j patrick miller confirmed the discovery made by the girls according to an email seen by reutersasteroids and comets pose big threat to the earth in 2013 an asteroid weighing more than the eiffel tower exploded over central russia injuring over 1000 people with its shockwave scientists discover thousands of asteroids and comets every passing year but the hlv2514 is not a threat the asteroid is currently orbiting near mars and will take around a million years to cross into the orbit of earthmany asteroids crash into each other and become small in size and many of them even enter the earth’s atmosphere however burn up completely midflight due to the friction,science and tech
loaders  haulm topper mechanical tree shaker and other orchard equipment mower rake reaper binder  ,india
nagpur nashik navi mumbai ,cities
posts reserve bank of india services board graduates discipline       exam development officers and others ,india
prime minister ministry of personnel public grievances and pensions department of atomic energy department of space all important policy issues and all other portfolios not allocated to any minister narendra modi defence rajnath singh home affairs amit shah road transport and highways and minister of micro small and medium enterprises nitin gadkari chemical and fertilizers d v sadananda gowda finance and minister of corporate affairs nirmala sitharaman consumer affairs food and public distribution ramvilas paswan agriculture and farmers welfare minister of rural development and minister of panchayati raj narendra singh tomar law and justice minister of communications and minister of electronics and information technology ravi shankar prasad food processing industries harsimrat kaur badal social justice and empowerment thaawar chand gehlot minister of external affairs dr s jaishankar human resource development ramesh pokhriyal ‘nishank’ tribal affairs arjun munda women and child development of,politics
cycling world championships confirmed for switzerlandswitzerland will allow the road race cycling world championships to go ahead as scheduled from september 2027 after a successful federal health review organisers said on fridaythe championships will be based around the chic alpine resort aiglemartigny providing mountainous routes after 2019s rainlashed affair in yorkshire englandsome 1200 competitors should take part from 80 different nations with junior under23 and senior events for men and women and paracycling toothe first day of the championships clashes with the final day of the tour de france but in a packed cycling schedule organisers appeared simply happy to have been given the green lightafter examining the health conditions and restrictions implemented by the swiss federal council the cantons of vaud and valais and the communes of aigle and martigny are moving ahead to finalise the organisation of the event the copresidents gregory devaud and alexandre debons said in a statementprudence is still the order of the day given the global health situation but the fact they are organising the swiss national championships here too was a very good sign,sports
covid19 has impacted the indian smartphone market in q2 2020 – in a bad way according to the latest report coming from counterpoint research india’s smartphone shipments declined by 51 per cent yoy to just over 18 million units in q2 2020 the fall in shipments is clearly due to the nationwide lockdown imposed by the indian government to combat covid19 that resulted in zero shipments during aprilthe market has however is starting to return to normal the report stated in june the indian smartphone shipments registered a “mild decline of 03 per cent yoy” and this due to the “pentup demand as well as a push from brands”manufacturers are pushing more inventory to online channels as consumers prefer contactless purchasing over offline shopping “online channel share reached the highest ever level accounting for almost 45 per cent of sales a secondquarter record consumers preferred contactless purchases and social distancing” the report notedthe report also showed that the contribution of chinese brands fell to 72 per cent in q2 2020 from 81 per cent in q1 2020 and this is due to two reasons – first “stuttering supply for some major chinese brands such as oppo vivo and realme” and second growing antichina sentiments and delay in imports of goods from chinadespite supply constraints and rising antichina consumer sentiment towards china” xiaomi continued to lead the indian smartphone market in q2 2020 thanks to models like redmi 8a dual redmi note 8 pro and redmi note 8samsung on the other hand recovered fastest as it reached 94 per cent of precovid levels becoming the second largest brand in q2 2020 “the brand closely followed xiaomi increasing its share to 26 per cent in q2 2020 from 16 per cent during the last quarter” the report stated“revamping the mseries and launching it in offline channels together with new schemes like samsung care helped the brand to further to restore its position in the indian market samsung also has a diversified supply chain compared to its competitors which helped it to maintain a steady flow of components it was the first brand to reach almost full manufacturing capacity by the end of june”according to the report “vivo was also able to manage post lockdown demand well as it exited the quarter with 60 per cent precovid levels” the company also managed to ramp up its production output post lockdown “the launch of its flagship v19 and adding more smartphones like y50 y30 to its yseries portfolio helped the brand to recover fast in june realme continued to maintain the fourth position but the company witnessed its share decline to 11 per cent due to manufacturing constraints as a result of shut down of the factory for almost all of may however the company’s newly launched narzo series performed well in the budget segment oppo struggled during the quarter due to supply constraints but managed to gain mind share by entering the ultrapremium segment inr 45000  600 with the launch of its 5g flagship find x2 series and attractive hearables lineup,science and tech
aiims administers first dose of covid19 vaccine as trial beginstwo other of the 12 trial centres for the vaccine in patna and rohtak have already administered the vaccine in humansthe all india institute of medical sciences aiims in delhi administered its first dose of bharat biotech’s vaccine candidate against the coronavirus disease covid19 – covaxin as part of its combined phase 1 and 2 trials for the drug to a 30yearold healthy man on two other of the 12 trial centres for the vaccine in patna and rohtak have already administered the vaccine in humans“the vaccine candidate was administered to the first trial participant — a healthy 30yearold man — around noon on friday he was monitored for two hours to check for any adverse reactions all trial participants will be monitored every day for the first seven days they will then be followedup on day 14 and day 28 they will be tracked for up to a year to observe any longterm impacts” said dr puneet misra one of the investigators of the trial and a professor of community medicine at aiimsthe centre has received nearly 3500 applications for the trials so far and 100 healthy participants will be enrolled from among them participants have to be between the ages of 18 and 55 years and have no comorbidities like diabetes hypertension heart or kidney diseasethe centres are conducting simultaneous phase 1 and phase 2 clinical trials to study the safety and immunogenicity of different doses and adjuvant combinations of the vaccine developed by the biotechnology company in collaboration with the indian council of medical research’s national institute of virology an adjuvant is a compound that helps increase the effectiveness of a vaccine,health and medicine
the odisha polices special task force stf has seized precious gemstones weighing 302 kgs following a raid at the house of sujit meher in palash village under the jurisdiction of junagarh police station in kalahandi district the accused has been arrested for smuggling and illegal possession of the stones worth several crores acting on a tipoff about the illegal possession of precious stones at a house in palash village the crime branch raided the house of sujit meher during the house search four gunny bags containing precious stones comprising rubies and emeralds weighing 30218 kg were found stf arrested sujit meher and a gemstone trader superintendent of police kalahandi battula gangadhar told india today four plastic gunny bags containing unfinished precious stones and some mineral substances were found from the possession of the accused they were found without any document or authority and hence seized a case under relevant sections has been registered against the accused,Legal
karnataka deadline over many cab auto drivers yet to get relief ,cities
india praised canada for disavowing the punjab referendum 2020 organised by the secessionist group sikhs for justice or sfj india believes that in clearly disavowing the referendum the canadian government has set a precedent that should be emulated by other countries particularly in the west “canada taking a lead is good start” a senior official told the hindustan times adding that the position was that this stand now “put pressure” on others to follow suit,world
ecosystem algal bloom anoxic waters fish kill surface runoff nonpoint source pollution water scarcity farm ,india
new delhi the rajasthan assembly speaker on wednesday moved the supreme court challenging the 24 july order of the high court which had directed maintenance of status quo on the disqualification notice issued to 19 dissident congress mlas including sacked deputy chief minister sachin pilotin his appeal the speaker said that the high courts order is exfacie unconstitutional and is a direct intrusion into the domain exclusively reserved for the speaker under the tenth schedule of the constitutionthe plea filed through advocate sunil fernandes claimed that the high court’s order is a “direct interference” in the proceedings of the house under the tenth schedule which is prohibited under article 212 of the constitution“it is further submitted that the impugned order is completely non reasoned and does not reveal any reasons for passing the status quo order” the plea saidthe assembly speaker had issued the notice to these mlas on 14 july after the ruling congress had complained to him that the legislators had defied a whip to attend two legislature party meetingsthe high court had passed the order on the plea filed by the mlas who have challenged the disqualification notice issued to them,politics
sushil kumar and yogeshwar dutts medals motivated me says sakshi malik celebrated woman wrestler sakshi malik on wednesday said sushil kumar and yogeshwar dutts exploits at the olympics motivated her to go all out for an olympic medal during 2016 games in riosakshi became indias first woman wrestler to win an olympic medal when she defeated reigning asian champion aisuluu tynybekova of kyrgyzstan 85 in the 58kg category despite trailing 0–5 at one stage in the repechage medal playoffand by her own admission she had very little idea about the importance of the quadrennial sporting events and it only got a fillip after twotime olympic medallist sushil and london games bronze medallist yogeshwars exploitsi had been playing sports since i was a child but had little idea about the olympics commonwealth games and asian games sakshi saidit was after i got into wrestling and started winning medals at a junior level that the interest in these events started going up later on as sushil kumar and yogeshwar dutt started winning medals including at the olympics it served as a huge motivation for me sakshi saidspeaking of her olympic bronze and the iconic moment when her coach kuldeep malik took her for a lap of honour around the arena she said that it took for the achievement to sink in,sports
best value getaway destinations for winters goa ranks rd canary islands tops list goa is revealed as the cheapest place for a bite to eat and drink at just rs  for a dinner out for four ,india
leh and rishikesh in tripadvisors asia top  destinations on the rise for  list tripadvisor list includes  spots around the world that have seen the greatest increase in positive feedbackindigo emerges as indias favourite domestic airline tripadvisor tripadvisor announced the results of its fourth edition of india air travel survey  ,india
psg win coupe de france lose kylian mbappe to injury against st etienne neymar helped paris saintgermain claim a recordextending 13th coupe de france after a 10 win against 10man saint etienne in front of 5000 fans in the 80000seater stade de franceparis st germain’s neymar struck early to secure a 10 win over 10man st etienne as they claimed a recordextending 13th coupe de france on friday in a nearempty stadium as french soccer came out of a fourmonth break due to the covid19 pandemicthe brazilian scored on the rebound in the 14th minute after psg fellow forward kylian mbappe sprinted clear and saw his shot blocked by goalkeeper jessy moulin with only 5000 fans in the 80000seater stade de france due to strict health protocolsthe atmosphere in the runup to the first professional game in france after the long hiatus was far from festive with only a handful of people around the stadium before the match,sports
as india completes one year since the abrogation of article 370 pakistan will observe oneminute silence across the country to extend ôsolidarityõ to kashmiri people in yet another attempt to rake up the kashmir issue  mass rallies and peace walks are planned on the day according to radio pakistan last year pakistan made several attempts to intervene in the kashmir issue with pakistan pm imran khan nominating himself as the ôambassadorõ of the indian state since india abrogated article 370 pakistan has not stopped raising the issue at international platforms despite several unsuccessful attempts this despite india making it clear more than once that the issue is indiaõs internal matter while pakistan continues to sponsor crossborder terrorism in the valley pakistan pm imran khan has levelled serious allegations on the indian government and has even peddled fake news about india forces in the valley khan has repeatedly fearmongered and peddled fake news on kashmirõs ground situation he has also faced defeat on an international scale after he called for global mediation into the bilateral issue,defence
a22yearold man allegedly killed his mother at their house in south delhis ambedkar nagar on monday police said the accused identified as sagar a disco jockey has been arrested he is the only child of the 45yearold woman and his father had passed away a few years ago they said the reason behind the killing is not clear yet police said police received a call around 12 pm about a son stabbing his mother in madangir central market area on reaching the spot police found the woman in an unconscious state she was taken to a hospital where she was declared brought dead said atul kumar thakur deputy commissioner of police south the accused was arrested from the spot he said the man has not shared the motive behind the killing but he is a drug and alcohol addict thakur added another police officer said that during the enquiry the neighbours told police that even on sunday night they heard loud noises coming from the house and the motherson duo had fights sunday night and even on monday as well they heard strange noises coming from the house and later when a neighbour entered to check the man was seen sitting next to his mother who was lying in a pool of blood he said,Legal
mumbai actress richa chadha feels for a country which worships several goddesses it is hypocritical that the nation has double standards when it comes to how the it treats womenricha says the huge divide between people worshipping goddesses and at the same time neglecting women is an issue which has baffled her ever since she was a childindia is one of those few countries in the world where violence against women starts in the womb before the girl is even born we have to overcome the hypocrisy in our culture on one hand we celebrate navratri nine days of fasting for the goddess then durga pooja all kinds of goddesses in india are worshipped and praised than in any other culture richa saidbut when it comes to our women daughters wives mothers sisters we have a completely different standard that has baffled me since i was a child she saidthe masaan star was speaking at a panel discussion on gender based violence in india the event was held to commence the programme for the justice institute in association with the avon foundation and vital voicesthe 29yearoldactress said it is important to educate men on how to treat women and give confidence to girls that they can achieve what they want in lifegirls know they are at par more than educating them we need to give them confidence that they can do whatever they want to in life it is also about educating the men how to treat womenit stars from there from the patriarch the person incharge of the power who is conditioning everybody else to a certain way of lifericha however believes that the transition will take time as genderbased violence is an issue which has its roots in traditions and religionit will take a lot of time because somewhere we are conditioned into thinking a certain way it is a very large topic it includes culture religion and traditionits time we question some stuff when somebody from outside questions it we get defencive but we must question our own culture and use the best aspects of itricha says often sexual assaults victims are stigmatised because of which they are hesitant to come out and talk about it it rape is seen as a loss of dignity and honour so most people would rather let their daughter just live with that rather than come out and discussthe literal translation of rape in most of our movies for the longest time was izzat lutna which means to rob ones honour and this leads to things like the victims names being hiddenthe solution apart from education richa feels lies in holding the culprits accountable for their crimes the victim should not be ashamed it was not her fault if we have to really change the attitude we should may be look at people who commit this crime and hold them accountable publicly and see what that doesalso present at the event were christine jaworsky program director speak out against domestic violence avon foundation for women gigi scoles director of human rights vital voices among others,Lifestyle
thomas cook india  sotc launch premium chauffeured van tours tuesday july   am aimed at ensuring the health and safety of its customers thomas cook india ltd indias leading integrated travel services company along with its group company sotc travel ltd have launched private journeys premium chauffeured van tours strategically designed for smaller groups of family extended family or friends private journeys covers over  countries for travel ,india
two city labs to study lakshadweep coast ,cities
         nirf rank   iit indore          nirf rank    iit  bhu  varanasi           nirf rank    iit dhanbad          nirf rank    iit bhubaneswar     ,india
according to the scientists heat waves droughts wildfires cold waves snowfall and flooding can all affect air and water quality during heat waves the air becomes stagnant and traps emitted pollutants often resulting in increases in surface ozone heat waves and drought also dry out vegetation and provide more fuel for wildfires whose smoke is a serious medical hazard one type of cold wave also allows air pollution to accumulate and severe snow storms that knock out electricity can indirectly lead to more air quality problems as people use wood and coal burning stoves fireplaces and gas or diesel generators to stay warm,environment
travel news  uttarakhand uttarakhand char dham yatra  pilgrims from other states now allowed  but covid    report mandatory the uttarakhand state government recently announced that pilgrims from outside the state will now be allowed to visit char dham  ,india
who experts will travel to china to work together with their chinese counterparts to prepare scientific plans for identifying the zoonotic source of the sarscov2 virus the experts will develop the scope and tor for a wholed international mission identifying the origin of emerging viral disease has proven complex in past epidemics in different countries a well planned series of scientific researches will advance the understanding of animal reservoirs and the route of transmission to humans the process is an evolving endeavor which may lead to further international scientific research and collaboration globally,world
rajasthan political crisis hc dismisses bjps petition against merger of 6 bsp mlas with congressthe merger further bolstered the gehlotled government in the state pushing its tally up to 107 in a house of 200amid the political crisis that the ashok gehlotled dispensation in rajasthan is mired in the high court on july 27 dismissed a petition questioning the speakers inaction on a complaint against the merger of six bsp mlas with the congressthe writ petition was filed by bharatiya janata party bjp mla madan dilawar on july 24 and was taken up for hearing by the court earlier today dilawar had filed the complaint in march wherein he had sought disqualification of the legislatorsas the speaker had already passed an order on the complaint the high court dismissed the petitionthis came a day after the bsp issued a whip to the six mlas who had left the party to join the congress last year to vote against the ruling party in the state in case of a trust motion in the assemblythe six mlas — sandeep yadav wajib ali deepchand kheria lakhan meena jogendra awana and rajendra gudha — won the 2018 assembly elections on bsp tickets on septemebr 16 2019 they applied for merger as a group with the congress and the speaker later passed an order declaring that the six mlas would be treated as an integral part of the congressthe merger further bolstered the gehlotled government in the state pushing its tally up to 107 in a house of 200,politics
humanities and social science entrance examination tiss bachelors admission test  tissnet  fashion   ,india
bcci yet to form a committee for physically challenged players pccai ravi chauhan the pccai secretarygeneral claimed that the condition of the players has worsened because of the coronavirus pandemicthe physically challenged cricket association of india pccai is disappointed that bcci is yet to integrate them in their system despite repeated appeals“when sourav ganguly was elected as the bcci president many had hoped … especially the disabled cricketers were very hopeful that someone would finally look into their matter and change their lives” pccai said in a statement“their hopes further were raised when there were couple of meetings between the disabled cricketers and dada ganguly but nothing has materialised till now and the hope has turned into disappointment” it saidthe association further claimed that disabled cricketers aren’t recognised in india“it has been more than a couple of years but bcci is still dormant when it comes to do anything for the disabled cricketers of india” it further stated,sports
combine  grain  harvester   stripper  header  corn harvester  forage or silage harvester  grape harvester  ,india
covid haryana cases rise to  toll at  with  fatalities ,cities
his costar john abraham further shared the post on his instagram profile and said he is waiting for the sequel of the film to enjoy more watermelonssharing still from the film dishoom actor varun dhawan on wednesday revealed that his costar john abraham ate 21 watermelons in a single day while shooting in the desert dhawan shared the lesserknown fact on wednesday as the film clocked in four yearsdishoom also stars actor jacqueline fernandez alongside dhawan and abraham in the lead role,entertainment
covid in tamil nadu every district will soon have siddha care centre health minister says ,cities
itanagar arunachal pradesh two patients give birth to healthy babies ,cities
senate majority leader mitch mcconnell and house minority leader kevin mccarthy both dismissed the idea mr trump does not have the authority to postpone the election as any delay would have to be approved by congress earlier the president suggested that increased postal voting could lead to fraud and inaccurate results he floated a delay until people could properly securely and safely vote there is little evidence to support mr trumps claims but he has long railed against postal voting which he has said would be susceptible to fraud us states want to make mailin voting easier because of public health concerns over the coronavirus pandemic,world
european football’s governing body says it is confident real madrid’s uefa champions league clash with manchester city will go ahead as planned next week despite one of the spanish side’s players testing positive for covid19real confirmed on tuesday that forward mariano diaz had tested positive casting doubt on his participation in the august 8 tie at the etihad stadium“uefa is in contact with the club and monitoring both the situation and decisions of the relevant spanish authorities” uefa said in a statement to british media“we are confident that this case will not affect the regular staging of the match in question”real trail manchester city 21 from the first leg of their last16 tie before the competition was suspended in marchspain has seen a surge in covid19 positives with thousands of new cases reported on a daily basis in the past week taking its tally up to over 298000 cases,sports
